2018-11-27 14:13:29.858 INFO  org.springframework.context.annotation.AnnotationConfigApplicationContext Line:590 - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@4982cc36: startup date [Tue Nov 27 14:13:29 CST 2018]; root of context hierarchy
2018-11-27 14:13:30.393 INFO  org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor Line:153 - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2018-11-27 14:13:30.430 INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Line:326 - Bean 'configurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$37ed8c39] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-11-27 14:13:30.710 INFO  com.provide.SystemProvideApplication Line:662 - No active profile set, falling back to default profiles: default
2018-11-27 14:13:30.723 INFO  org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext Line:590 - Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@7b60c3e: startup date [Tue Nov 27 14:13:30 CST 2018]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@4982cc36
2018-11-27 14:13:31.752 INFO  org.springframework.cloud.context.scope.GenericScope Line:294 - BeanFactory id=d8af0954-1459-3517-a8b8-c743de66882b
2018-11-27 14:13:31.776 INFO  org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor Line:153 - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2018-11-27 14:13:31.894 INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Line:326 - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$37ed8c39] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-11-27 14:13:32.424 INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer Line:91  - Tomcat initialized with port(s): 9011 (http)
2018-11-27 14:13:32.447 INFO  org.apache.catalina.core.StandardService Line:180 - Starting service [Tomcat]
2018-11-27 14:13:32.448 INFO  org.apache.catalina.core.StandardEngine Line:180 - Starting Servlet Engine: Apache Tomcat/8.5.32
